State,Year,Consumption,Type,Model
Terengganu,2024,294.0,Prediction,Random Forest (Standalone)
Terengganu,2025,297.0,Prediction,Random Forest (Standalone)
Terengganu,2026,311.86,Prediction,Random Forest (Standalone)
Terengganu,2027,324.85,Prediction,Random Forest (Standalone)
Terengganu,2028,315.72,Prediction,Random Forest (Standalone)
Terengganu,2029,317.04,Prediction,Random Forest (Standalone)
Terengganu,2024,294.0,Prediction,XGBoost (Gradient Boosting)
Terengganu,2025,294.32000732421875,Prediction,XGBoost (Gradient Boosting)
Terengganu,2026,302.0599975585937,Prediction,XGBoost (Gradient Boosting)
Terengganu,2027,327.3399963378906,Prediction,XGBoost (Gradient Boosting)
Terengganu,2028,304.19000244140625,Prediction,XGBoost (Gradient Boosting)
Terengganu,2029,317.67999267578125,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2024,19.0,Prediction,ARIMA (Momentum)
W.P. Labuan,2025,18.35,Prediction,ARIMA (Momentum)
W.P. Labuan,2026,18.11,Prediction,ARIMA (Momentum)
W.P. Labuan,2027,18.03,Prediction,ARIMA (Momentum)
W.P. Labuan,2028,18.0,Prediction,ARIMA (Momentum)
W.P. Labuan,2029,17.98,Prediction,ARIMA (Momentum)
W.P. Labuan,2003,16.0,Historical,Actual
W.P. Labuan,2004,16.0,Historical,Actual
W.P. Labuan,2005,18.0,Historical,Actual
W.P. Labuan,2006,17.0,Historical,Actual
W.P. Labuan,2007,18.0,Historical,Actual
W.P. Labuan,2008,19.0,Historical,Actual
W.P. Labuan,2009,18.0,Historical,Actual
W.P. Labuan,2010,19.0,Historical,Actual
W.P. Labuan,2011,21.0,Historical,Actual
W.P. Labuan,2012,16.0,Historical,Actual
W.P. Labuan,2013,16.0,Historical,Actual
W.P. Labuan,2014,17.0,Historical,Actual
W.P. Labuan,2015,17.0,Historical,Actual
W.P. Labuan,2016,17.0,Historical,Actual
W.P. Labuan,2017,17.0,Historical,Actual
W.P. Labuan,2018,18.0,Historical,Actual
W.P. Labuan,2019,18.0,Historical,Actual
W.P. Labuan,2020,17.0,Historical,Actual
W.P. Labuan,2021,20.0,Historical,Actual
W.P. Labuan,2022,19.0,Historical,Actual
W.P. Labuan,2023,19.0,Historical,Actual
W.P. Labuan,2024,19.0,Historical,Actual
W.P. Labuan,2024,19.0,Prediction,Final Ensemble (Best)
W.P. Labuan,2025,56.22,Prediction,Final Ensemble (Best)
W.P. Labuan,2026,72.95,Prediction,Final Ensemble (Best)
W.P. Labuan,2027,77.76,Prediction,Final Ensemble (Best)
W.P. Labuan,2028,72.06,Prediction,Final Ensemble (Best)
W.P. Labuan,2029,76.98,Prediction,Final Ensemble (Best)
W.P. Labuan,2024,19.0,Prediction,Hybrid (Volatile)
W.P. Labuan,2025,94.09,Prediction,Hybrid (Volatile)
W.P. Labuan,2026,127.78,Prediction,Hybrid (Volatile)
W.P. Labuan,2027,137.49,Prediction,Hybrid (Volatile)
W.P. Labuan,2028,126.13,Prediction,Hybrid (Volatile)
W.P. Labuan,2029,135.98,Prediction,Hybrid (Volatile)
W.P. Labuan,2024,19.0,Prediction,Linear Regression (High)
W.P. Labuan,2025,116.68,Prediction,Linear Regression (High)
W.P. Labuan,2026,126.08,Prediction,Linear Regression (High)
W.P. Labuan,2027,135.48,Prediction,Linear Regression (High)
W.P. Labuan,2028,144.88,Prediction,Linear Regression (High)
W.P. Labuan,2029,154.28,Prediction,Linear Regression (High)
W.P. Labuan,2024,19.0,Prediction,Random Forest (Standalone)
W.P. Labuan,2025,19.1,Prediction,Random Forest (Standalone)
W.P. Labuan,2026,31.42,Prediction,Random Forest (Standalone)
W.P. Labuan,2027,59.12,Prediction,Random Forest (Standalone)
W.P. Labuan,2028,60.68,Prediction,Random Forest (Standalone)
W.P. Labuan,2029,60.68,Prediction,Random Forest (Standalone)
W.P. Labuan,2024,19.0,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2025,19.0,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2026,47.63999938964844,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2027,76.19999694824219,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2028,76.22000122070312,Prediction,XGBoost (Gradient Boosting)
W.P. Labuan,2029,76.22000122070312,Prediction,XGBoost (Gradient Boosting)
